例句編號,主編碼,釋義編號,例句順序,例句,例句標音,華語翻譯
7776,7535,10259,1,水真淺。,Tsuí tsin tshián. ,水很淺。
7777,7535,10259,2,淺海,tshián hái,
7778,7535,10260,2,淺盤,tshián puânn,
7779,7535,10261,1,淺色,tshián-sik,
7780,7535,10261,2,淺眠,tshián-bîn,不熟睡
7781,7535,10261,3,交情淺,kau-tsîng tshián,交情不深
7782,7535,10262,1,這本冊較淺。,Tsit pún tsheh khah tshián. ,這本書比較淺顯。
7783,7536,10263,1,錦上添花,gím-siōng-thiam-hua,
7784,7536,10263,2,添丁,thiam-ting,
7785,7537,10264,1,賣你五百我會了錢，你閣添五十我就賣你。,"Bē lí gōo-pah guá ē liáu-tsînn, lí koh thinn gōo-tsa̍p guá tō bē--lí. ",賣你五百塊我會虧本，你再加五十元我就賣給你。
7786,7537,10264,2,無夠我才添你。,Bô-kàu guá tsiah thinn--lí. ,不夠我再補給你。
7787,7537,10265,1,添飯,thinn-pn̄g,
7788,7537,10265,2,家己添,ka-kī thinn,自己添
7789,7538,10266,1,你著愛看較清、認較明咧。,"Lí tio̍h-ài khuànn khah tshing, jīn khah bîng--leh. ",你要看清楚一點、認明白一點。
7790,7538,10267,1,咱共灶跤清清咧。,Lán kā tsàu-kha tshing-tshing--leh. ,我們把廚房清理一下。
7791,7538,10267,2,清數,tshing-siàu,清算帳目
7792,7538,10268,1,這款花草較清較好看。,Tsit khuán hue-tsháu khah tshing khah hó-khuànn. ,這種花色比較清爽比較好看。
7793,7538,10268,2,清湯,tshing thng,
7794,7538,10268,3,清冰,tshing ping,
7795,7538,10269,1,工課做了，心規个攏清起來。,"Khang-khuè tsò liáu, sim kui-ê lóng tshing--khí-lâi. ",工作做完，心情整個都舒暢起來。
7796,7538,10269,2,清心,tshing-sim,
7797,7539,10270,1,蝦仔滒粉落去烰。,Hê-á kō hún lo̍h-khì phû. ,蝦子裹粉下去炸。
7798,7539,10271,1,烰圓仔,phû înn-á,水煮湯圓
7799,7540,10272,1,祝恁添丁大發財。,Tsiok lín thiam-ting tuā huat-tsâi. ,祝你們早生貴子發大財。
7800,7543,10275,1,雨落遮爾大，我看會淹大水。,"Hōo lo̍h tsiah-nī tuā, guá khuànn ē im-tuā-tsuí. ",雨下得這麼大，我看會鬧水災。
7801,7547,10279,1,兜淹水矣。,In tau im-tsuí--ah. ,他家淹水了。
7802,7548,10280,1,囡仔大漢了後，序大人就較清心。,"Gín-á tuā-hàn liáu-āu, sī-tuā-lâng tō khah tshing-sim. ",小孩長大之後，長輩就比較清心。
7803,7548,10281,1,你最近看起來敢若較清心。,Lí tsuè-kīn khuànn--khí-lâi kánn-ná khah tshing-sim. ,你最近看起來好像比較愉快。
7804,7549,10282,1,用清水洗,iōng tshing-tsuí sé,
7805,7550,10284,1,你若想欲清火，會使加啉一寡綠豆湯。,"Lí nā siūnn-beh tshing-hué, ē-sái ke lim tsi̍t-kuá li̍k-tāu thng. ",你如果想要清除體內的火氣，可以多喝點綠豆湯。
7806,7555,10289,1,伊較佮意淺色的衫。,I  khah kah-ì tshián-sik ê sann. ,他較喜歡顏色較淺的衣服。
7807,7556,10290,1,萬丈深坑,bān-tn̄g tshim-khenn,
7808,7561,10297,1,你袂使穿淺拖仔去學校。,Lí bē-sái tshīng tshián-thua-á khì ha̍k-hāu. ,你不可以穿拖鞋去學校。
7809,7562,10298,1,伊便若去廟裡拜拜，攏會添油香。,"I piān-nā khì biō--lí pài-pài, lóng ē thiam-iû-hiunn. ",他只要去廟裡拜拜，都會捐香油錢。
7810,7563,10299,1,公園內的花蕊真清芳。,Kong-hn̂g-lāi ê hue-luí tsin tshing-phang. ,公園裡的花朵很清香。
7811,7564,10300,1,你毋通去外口淋雨。,Lí m̄-thang khì guā-kháu lâm-hōo. ,你不要到外面淋雨。
7812,7566,10303,1,伊這間新厝看著真清幽。,I tsit king sin tshù khuànn tio̍h tsin tshing-iu. ,他這間新家看起來很清幽。
7813,7567,10304,1,來啊！燒淨香，點束柴，敲鐘擂鼓，迎接侍候。,"Lâi--ah! Sio tsīng-hiunn, tiám sok-tshâ, khau tsing luî kóo, gîng-tsiap sū-hāu. ",一般布袋戲中主人面對重要客人來臨時所說的話。
7814,7568,10305,1,我的房間不時攏真清氣。,Guá ê pâng-king put-sî lóng tsin tshing-khì. ,我的房間經常都很乾淨。
7815,7569,10306,1,彼个查某囡仔看起來誠清氣相。,Hit ê tsa-bóo gín-á khuànn--khí-lâi tsiânn tshing-khì-siùnn. ,那個女孩子看起來很清秀。
7816,7570,10308,1,伊真淺眠。,I tsin tshián-bîn. ,他睡覺時很容易醒來。
7817,7573,10313,1,我毋知水池仔的深淺。,Guá m̄ tsai tsuí-tî-á ê tshim-tshián. ,我不知道水池的深度。
7818,7579,10320,1,阿英欲嫁矣，親情朋友攏包紅包共伊添粧。,"A-ing beh kè--ah, tshin-tsiânn pîng-iú lóng pau âng-pau kā i thiam-tsng. ",小英要嫁人了，親朋好友都送紅包當賀禮。
7819,7580,10321,1,伊這一站仔足清閒的，規日攏咧遊山玩水。,"I tsi̍t-tsām-á tsiok tshing-îng--ê, kui ji̍t lóng teh iû san uán suí. ",他這一陣子很悠閒，整天天都在遊山玩水。
7820,7581,10322,1,你先去添飯，連鞭湯捀出去就聽好食飯矣。,"Lí sing khì thinn-pn̄g, liâm-mi thng phâng--tshut-khì tō thìng-hó tsia̍h-pn̄g--ah. ",你先去盛飯，等一下湯端出去就可用餐了。
7821,7584,10325,1,伊到今攏毋肯出面，淺想嘛知代誌一定是伊做的。,"I kàu-tann lóng m̄-khíng tshut-bīn, tshián-siūnn mā tsai tāi-tsì it-tīng sī i tsò--ê. ",到現在他仍不肯出面，不用想也知道事情一定是他幹的。
7822,7585,10326,1,人講做官若清廉，食飯著攪鹽。,"Lâng kóng tsò-kuann nā tshing-liâm, tsia̍h-pn̄g tio̍h kiáu iâm. ",人家說當官如果清廉，生活就會清苦，比喻無官不貪的情況。
7823,7586,10327,1,替人傳話毋通添話，無，會惹是非。,"Thè lâng thuân-uē m̄-thang thinn-uē, bô, ē jiá sī-hui. ",替人傳話不要添油加醋，不然會招惹是非。
7824,7587,10328,1,拜拜求平安、添福壽。,"Pài-pài kiû pîng-an, thiam-hok-siū. ",
7825,7588,10330,1,欲過年矣，你聽好去清數矣。,"Beh kuè-nî--ah, lí thìng-hó khì tshing-siàu--ah. ",要過年了，你可以去結清帳目了。
7826,7591,10333,1,我遮閣有淡薄仔錢會當借你。,Guá tsia koh ū tām-po̍h-á tsînn ē-tàng tsioh--lí. ,我這還有一點錢可以借你。
7827,7592,10334,1,手冷捀燒茶焐予燒。,Tshiú líng phâng sio tê ù hōo sio. ,手冷冷的端熱開水來將手弄溫暖。
7828,7592,10334,2,提冰枕焐頭殼。,The̍h ping-tsím ù thâu-khak. ,拿冰枕放在頭上降溫。
7829,7592,10335,1,伊無細膩去摸著燒鼎，手去焐一搭。,"I bô sè-jī khì bong tio̍h sio tiánn,  tshiú khì  ù tsi̍t tah. ",他不小心摸到鍋邊，被鍋邊烙了一處傷痕。
7830,7593,10336,1,爽啦！我著頭獎矣！,Sóng--lah! Guá tio̍h thâu-tsióng--ah! ,爽啦！我中頭獎了！
7831,7594,10337,1,囡仔共伊牽一下。,Gín-á kā i khan--tsi̍t-ē. ,牽一下小孩。
7832,7594,10338,1,牽電火,khan tiān-hué,裝電燈
7833,7594,10338,2,牽電話,khan tiān-uē,裝電話
7834,7594,10339,1,這个學生愛特別共伊牽。,Tsit ê ha̍k-sing ài ti̍k-pia̍t kā i khan. ,這個學生需要特別帶領。
7835,7594,10340,1,這層代誌莫牽著伊。,Tsit tsân tāi-tsì mài khan-tio̍h i. ,這件事情不要牽連到他。
7836,7594,10341,1,是啥人遮𠢕牽？講遮久。,Sī siánn-lâng tsiah gâu khan? Kóng tsiah kú. ,是誰這麼會扯？講這麼久。
7837,7595,10342,1,門圈,mn̂g-khian,門扣環
7838,7595,10343,1,門愛圈予好。,Mn̂g ài khian hōo hó. ,門要扣好。
7839,7595,10344,1,你的腹肚哪會遐爾大圈？愛較捷運動咧！,Lí ê pak-tóo ná ē hiah-nī tuā khian? Ài khah tsia̍p ūn-tōng--leh! ,你的肚子怎麼這麼大？要常運動啦！
7840,7596,10345,1,駛犁,sái lê,
7841,7596,10345,2,牛犁,gû-lê,
7842,7596,10346,1,犁田,lê-tshân,
7843,7596,10347,1,雨落遮大，伊閣一直犁去。,"Hōo lo̍h tsiah tuā, i koh it-ti̍t lê--khì. ",雨下這麼大，他還一直衝過去。
7844,7597,10348,1,車駛遐猛足危險。,Tshia sái hiah bíng tsiok guî-hiám. ,車開那麼快很危險。
7845,7598,10349,1,跤手較猛咧，無會做袂赴。,"Kha-tshiú khah mé--leh, bô ē tsò bē-hù. ",你動作快一點，否則會來不及。
7846,7598,10350,1,日頭遮爾猛，天氣有夠熱。,"Ji̍t-thâu tsiah-nī mé, thinn-khì ū-kàu jua̍h. ",太陽這麼大，天氣很熱。
7847,7598,10350,2,火真猛,hué tsin mé,火勢很猛
7848,7599,10351,1,逐家來猜謎。,Ta̍k-ke lâi tshai-bī. ,大家來猜謎
7849,7599,10352,1,燈猜,ting-tshai,燈謎
7850,7599,10352,2,謎猜,bī-tshai,謎語
7851,7600,10353,1,你身軀紮遐濟錢，毋通現出來予人看著。,"Lí sin-khu tsah hiah tsē tsînn, m̄-thang hiàn tshut-lâi hōo lâng khuànn--tio̍h. ",你身上帶這麼多錢，不可露出來被人看到。
7852,7601,10354,1,一千賒毋值八百現。,Tsi̍t tshing sia m̄-ta̍t peh-pah hiān. ,一千元的賒帳不如八百元的現金。
7853,7601,10354,2,現金,hiān-kim,
7854,7601,10355,1,車現欲來矣，你才講無愛去。,"Tshia hiān beh lâi--ah, lí tsiah kóng bô-ài khì. ",車子馬上要到了，你才說不要去。
7855,7602,10356,1,籃球,nâ-kiû,
7856,7603,10357,1,你敢捌看人咧牽亡？,Lí kám bat khuànn lâng teh khan-bông? ,你有看過人家在牽亡魂嗎？
7857,7605,10359,1,阮牽手透早就去菜市仔買菜矣。,Guán khan-tshiú thàu-tsá tō khì tshài-tshī-á bé tshài--ah. ,我太太一大早就去菜市場買菜了。
7858,7605,10360,1,彼兩个囡仔牽手行鬥陣，有夠古錐。,"Hit nn̄g ê gín-á khan-tshiú kiânn tàu-tīn, ū-kàu kóo-tsui. ",那兩個小孩子手牽著手走在一起，真的很可愛。
7859,7606,10361,1,牽牛去食草。,Khan-gû khì tsia̍h tsháu. ,把牛牽去吃草。
7860,7608,10364,1,門圈仔,mn̂g khian-á,門環
7861,7608,10364,2,桶圈仔,tháng khian-á,桶邊的提環
7862,7609,10366,1,大人大種矣，閣按呢冤家相拍，實在足現世的。,"Tuā-lâng-tuā-tsíng--ah, koh án-ne uan-ke sio-phah, si̍t-tsāi tsiok hiān-sì--ê. ",都是大人了，還這樣又吵又打，真的非常丟人現眼。
7863,7611,10369,1,伊昨暗騎車想欲表演特技，無拄好煞犁田。,"I tsa-àm khiâ tshia siūnn-beh piáu-ián ti̍k-ki, bô-tú-hó suah lê-tshân. ",他昨晚騎車想表演特技，很不巧摔車了。
7864,7612,10370,1,伊猶閣少年，向望你共伊牽成。,"I iáu-koh siàu-liân, ǹg-bāng lí kā i khan-sîng. ",他還年輕，希望你能多多提拔他。
7865,7613,10371,1,現此時的人攏較會曉享受。,Hiān-tshú-sî ê lâng lóng khah ē-hiáu hiáng-siū. ,現在的人都比較懂得享受。
7866,7614,10372,1,牽尪姨，順話尾。,"Khan-ang-î, sūn uē-bué. ",靈媒順人心意說話。也用來罵人說話不實在。
7867,7615,10373,1,兩个啉燒酒啉甲真爽快。,In nn̄g ê lim sio-tsiú lim kah tsin sóng-khuài. ,他們兩個人喝酒喝得很開心。
7868,7615,10374,1,天氣誠涼，予我感覺真爽快。,"Thinn-khì tsiânn liâng, hōo guá kám-kak tsin sóng-khuài. ",天氣真涼爽，讓我覺得很舒服。
7870,7617,10377,1,伊牽抾我趁足濟錢。,I khan-khioh guá thàn tsiok tsētsînn. ,他拉拔我讓我賺不少錢。
7871,7618,10378,1,遐的代誌佮我無關係，莫牽拖做伙。,"Hia-ê tāi-tsì kah guá bô kuan-hē, mài khan-thua tsò-hué. ",那些事情和我無關，不要牽連在一起。
7872,7619,10379,1,代誌現拄現就是按呢，你欲閣諍啥物？,"Tāi-tsì hiān-tú-hiān tō sī án-ne, lí beh koh tsènn siánn-mih? ",事實明明就是如此，你還要爭什麼？
7873,7620,10380,1,伊是阮牽的。,I sī guán khan--ê. ,她是我太太。
7874,7621,10381,1,這間店干焦接受現金的買賣。,Tsit king tiàm kan-na tsiap-siū hiān-kim ê bé-bē. ,這間店只接受現金交易。
7875,7622,10382,1,去港仔邊買現流仔，毋但鮮嘛加真俗。,"Khì káng-á-pinn bé hiān-lâu-á, m̄-nā tshinn mā ke tsin sio̍k. ",去小港邊買現捕海鮮，不但新鮮也很便宜。
7876,7623,10383,1,師傅牽師仔。,Sai-hū khan sai-á. ,師傅帶徒弟習藝。
7877,7624,10384,1,你莫看伊瘦，伊瘦罔瘦，猶閣誠有牽挽。,"Lí mài khuànn i sán, i sán bóng sán, iáu-koh tsiânn ū khan-bán. ",你不要看他瘦小，他瘦雖瘦，還是很有耐力的。
7878,7627,10387,1,牽罟倚索分魚有人有份，大肚分雙份。,"Khan-koo uá soh pun-hî ū lâng ū hūn, tuā tōo pun siang hūn. ",牽罟只要靠到繩索便能分到好處，懷孕的人分雙份。
7879,7628,10388,1,伊穿衫刁持現胸。,I tshīng sann thiau-tî hiàn-hing. ,他穿衣服故意袒胸。
7880,7631,10391,1,這件代誌現現就是你做的，你閣諍無。,"Tsit kiānn tāi-tsì hiān-hiān tō sī lí tsò--ê, lí koh tsènn bô. ",這件事明明就是你做的，你還要爭辯說你沒有。
7881,7631,10392,1,你拄才講啥逐家聽現現，袂使閣反悔。,"Lí tú-tsiah kóng siánn ta̍k-ke thiann-hiān-hiān, bē-sái koh huán-hué. ",你剛才說什麼大家聽得清清楚楚，不能再反悔了。
7882,7632,10393,1,相牽連,sio-khan-liân,相關連
7883,7635,10397,1,你莫看伊穿甲真奅，其實伊是一个牽猴仔。,"Lí mài khuànn i tshīng kah tsin phānn, kî-si̍t i sī tsi̍t ê khan-kâu-á. ",你別看他穿得時髦，其實他只是一個皮條客罷了。
7884,7635,10398,1,伊是做牽猴仔的，專門咧趁中人錢。,"I sī tsò khan-kâu-á--ê, tsuan-bûn teh thàn iong-lâng tsînn. ",他是個仲介商，專門賺取仲介費。
7885,7639,10402,1,你莫烏白猜想。,Lí mài oo-pe̍h tshai-sióng. ,你不要胡亂猜想。
7886,7640,10403,1,伊做人真現實。,I tsò-lâng tsin hiān-si̍t. ,他做人很現實。
7887,7643,10406,1,若毋是伊牽線，我佮阮某嘛袂熟似。,"Nā-m̄-sī i khan-suànn, guá kah guán bóo mā bē si̍k-sāi. ",要不是她從中牽線，我和我太太也不會認識。
7888,7643,10407,1,一切攏是伊咧牽線，佮別人無底代。,"It-tshè lóng sī i teh khan-suànn, kah pa̍t-lâng bô-tī-tāi. ",一切都是他在暗中操縱，與別人無關。
7889,7644,10408,1,牽豬哥趁暢。,Khan-ti-ko thàn thiòng. ,牽種豬配種，公豬在交配，自已在旁邊看著也快樂。比喻幫人媒介色情，空歡喜，乾過癮。
7890,7646,10410,1,你下暗睏的時愛較猛醒咧。,Lí e-àm khùn ê sî ài khah mé-tshénn--leh. ,你今晚睡覺的時候要提高警覺。
7891,7646,10411,1,伊跤手真猛醒。,I kha-tshiú tsin mé-tshénn. ,他手腳真敏捷。
7892,7650,10415,1,伊是咧牽羅經的。,I sī teh khan-lô-kenn--ê. ,他是在看風水的。即風水師。
7893,7652,10417,1,你按呢講有理。,Lí án-ne kóng ū lí. ,你這樣講有道理。
7894,7652,10418,1,這罐藥仔是理風寒的，你緊提去食。,"Tsit kuàn io̍h-á sī lí hong-hân--ê, lí kín the̍h-khì tsia̍h. ",這罐藥是治療風寒的，你趕快拿去吃。
7895,7653,10419,1,花瓶,hue-pân,
7896,7653,10419,2,酒瓶,tsiú-pân,
7897,7654,10420,1,燒瓷,sio huî,燒製瓷器
7898,7655,10421,1,這種餅真甜。,Tsit-tsióng piánn tsin tinn. ,這種餅很甜。
7899,7655,10422,1,伊的笑容真甜。,I ê tshiò-iông tsin tinn. ,他的笑容很甜。
7900,7655,10422,2,喙真甜,tshuì tsin tinn,嘴巴很甜，很會說話
7901,7656,10423,1,產期,sán-kî,胎兒預計出生的日期
7902,7656,10424,1,海產,hái-sán,
7903,7656,10424,2,特產,ti̍k-sán,
7904,7656,10425,1,財產,tsâi-sán,
7905,7657,10426,1,種菜莫傷疏嘛莫傷密，才種會媠。,"Tsìng tshài mài siunn se mā mài siunn ba̍t, tsiah tsìng ē suí. ",種菜別太稀疏也別太密集，才種得好。
7906,7658,10427,1,疏文,sòo-bûn,
7907,7658,10427,2,讀疏,tha̍k sòo,
7908,7658,10428,1,注疏,tsù-sòo,
7909,7659,10429,1,痔瘡,tī-tshng,
7910,7659,10429,2,外痔,guā-tī,
7911,7660,10430,1,船過水無痕。,Tsûn kuè tsuí bô hûn. ,
7912,7660,10431,1,割一痕,kuah tsi̍t hûn,割一道痕跡
7913,7661,10432,1,鐵盒,thih a̍h,
7914,7662,10433,1,禮盒,lé-a̍p,
7915,7662,10434,1,一盒餅,tsi̍t a̍p piánn,
7916,7663,10435,1,興盛,hing-sīng,
7917,7663,10435,2,盛大,sīng-tāi,
7918,7664,10436,1,你予我小眯一下，我才陪你去。,"Lí hōo guá sió bî--tsi̍t-ē, guá tsiah puê lí khì. ",你讓我小睡一下，我再陪你去。
7919,7664,10437,1,你去共偷眯一下，看伊咧創啥 ?,"Lí khì kā thau bî--tsi̍t-ē, khuànn i teh tshòng siánn. ",你去瞄他一下，看他在做什麼。
7920,7665,10438,1,目睭眵眵,ba̍k-tsiu tshuh-tshuh,近視瞇著眼看不清楚東西
7921,7666,10439,1,家眷,ka-kuàn,
7922,7666,10439,2,眷屬,kuàn-sio̍k,
7923,7667,10440,1,彼本冊借我眼一下。,Hit pún tsheh tsioh guá gán--tsi̍t-ē. ,那本書借我看一下。
7924,7667,10441,1,有眼無珠,iú gán bû tsu,
7925,7671,10446,1,彼件代誌我干焦略仔知爾爾。,Hit kiānn tāi-tsì guá kan-na lio̍h-á tsai niā-niā. ,那件事我只是約略知道而已。
7926,7676,10451,1,你是眵目是毋？粉鳥煞看做斑鴿。,Lí sī tshuh-ba̍k sī--m̄? hún-tsiáu suah khuànn-tsò pan-kah. ,你是眼花了是吧？鴿子竟然看成斑鳩。
7927,7677,10452,1,伊眼光誠好，知影彼幅圖會起大價。,"I gán-kong tsiânn hó, tsai-iánn hit pak tôo ē khí-tuā-kè. ",他的鑒賞力很好，知道那幅畫行情會看漲。
7928,7684,10459,1,眼前咱愛先解決錢的問題。,Gán-tsiân lán ài sing kái-kuat tsînn ê būn-tê. ,目前我們要先解決錢的問題。
7929,7688,10463,1,日本點心甜粅粅，食濟會大箍。,"Ji̍t-pún tiám-sim tinn-but-but, tsia̍h tsē ē tuā-khoo. ",日本點心很甜，吃多了會胖。
7930,7693,10468,1,伊目睭眵眵看無明。,I ba̍k-tsiu tshuh-tshuh khuànn bô bîng. ,他的眼睛瞇瞇的看不清楚。
7931,7694,10469,1,車尾有略略仔硞著。,Tshia-bué ū lio̍h-lio̍h-á kho̍k--tio̍h. ,車尾稍微有撞到。
7932,7696,10472,1,看毋是勢，趕緊疏開。,"Khuànn m̄-sī-sè, kuánn-kín soo-khai. ",看情勢不對，趕快開溜。
7933,7698,10475,1,老師教課的內容你著愛理解，才會用得。,"Lāu-su kà khò ê luē-iông lí tio̍h ài lí-kái, tsiah ē-īng--tit. ",老師教課的內容你要了解才可以。
7934,7698,10476,1,阮序大人攏是誠理解的人。,Guán sī-tuā-lâng lóng sī tsiânn lí-kái ê lâng. ,我父母都是很開明的人。
7935,7703,10481,1,兄弟仔的感情真疏遠，無像兄弟仔。,"In hiann-tī-á ê kám-tsîng tsin soo-uán, bô tshiūnn hiann-tī-á. ",他們兄弟的感情很疏遠，不像親兄弟。
7936,7705,10484,1,你若感覺你受著無合理的對待，一定愛勇敢佮對方理論。,"Lí nā kám-kak lí siū-tio̍h bô ha̍p-lí ê tuì-thāi, it-tīng ài ióng-kám kah tuì-hong lí-lūn. ",如果你覺得受到不合理的對待，一定要勇敢和對方理論。
7937,7708,10488,1,支票,tsi-phiò,
7938,7708,10488,2,車票,tshia-phiò,
7939,7708,10488,3,選票,suán-phiò,
7940,7709,10489,1,祭神,tsè-sîn,
7941,7709,10489,2,祭拜,tsè-pài,
7942,7710,10490,1,用酒窒仔共這罐酒窒起來。,Iōng tsiú-that-á kā tsit kuàn tsiú that--khí-lâi. ,用酒瓶塞把這瓶酒塞起來。
7943,7711,10491,1,文章,bûn-tsiong,
7944,7711,10492,1,章回小說,tsiong-huê sió-suat,
7945,7711,10492,2,第一章,tē-it tsiong,
7946,7712,10493,1,奏章,tsàu-tsiunn,
7947,7712,10494,1,第三章,tē-sann tsiunn,
7948,7713,10495,1,甲箬笠,kah-ha̍h-le̍h,以竹籜製成的斗笠
7949,7714,10496,1,兵符,ping-hû,
7950,7714,10497,1,符仔,hû-á,
7951,7715,10498,1,笨跤笨手,pūn-kha-pūn-tshiú,笨手笨腳
7952,7716,10499,1,第一名,tē-it miâ,
7953,7716,10500,1,落第,lo̍k-tē,名落孫山
7954,7717,10501,1,魚笱,hî-kô,捕魚用的竹簍
7955,7717,10501,2,搖笱,iô-kô,竹搖籃
