例句編號,主編號,釋義編號,例句順序,例句,例句標音,華語翻譯
5989,5737,7877,3,凊飯,tshìn-pn̄g,剩飯、冷飯
5990,5737,7878,1,凊凊彩彩,tshìn-tshìn-tshái-tshái,隨隨便便
5991,5738,7879,1,堅凍,kian-tàng,凝成塊狀
5992,5738,7879,2,肉湯凍去,bah thng tàng--khì,肉湯結成了湯塊
5993,5738,7880,1,跤手真凍。,Kha-tshiú tsin tàng. ,手腳真冰冷。
5994,5738,7881,1,雞跤凍,ke kha tàng,雞腳凍
5995,5738,7881,2,牛肉凍,gû bah tàng,
5996,5738,7882,1,凍舌,tàng-tsi̍h,舌頭受到刺激而感覺麻麻的
5997,5738,7882,2,凍喙齒,tàng-tshuì-khí ,牙齒受凍
5998,5738,7883,1,凍露水,tàng-lōo-tsuí,花草夜晚沾露水
5999,5739,7884,1,冰凍,ping-tòng,結冰
6000,5739,7884,2,冷凍,líng-tòng,
6001,5740,7885,1,用齒戳剔喙齒。,Īng khí-thok thak tshuì-khí. ,用牙籤剔牙齒。
6002,5741,7886,1,剝筍仔殼,pak sún-á khak,剝竹筍殼
6003,5741,7887,1,共目鏡剝落來。,Kā ba̍k-kiànn pak--lo̍h-lâi. ,把眼鏡拿下來。
6004,5741,7888,1,我的錢予歹人剝去矣。,Guá ê tsînn hōo pháinn-lâng pak--khì--ah. ,我的錢被歹徒搶個精光。
6005,5742,7889,1,我的冊借人矣。,Guá ê tsheh tsioh--lâng--ah. ,我的書借人了。
6006,5743,7890,1,結冤仇,kiat-uan-siû,結怨、結仇
6007,5745,7892,1,伊話共人講倒反。,I uē kā lâng kóng tò-píng. ,他把話說反了。
6008,5746,7893,1,伊的倒手舊年著傷，到這馬猶未好。,"I ê tò-tshiú kū-nî tio̍h-siong, kàu tsit-má iáu-buē hó. ",他的左手去年受傷，到現在還沒痊癒。
6009,5747,7894,1,我對你已經凊心矣。,Guá tuì lí í-king tshìn-sim--ah. ,我對你已經寒心失望了。
6010,5748,7895,1,麻煩你斡對倒手爿。,Mâ-huân lí uat uì tò-tshiú-pîng. ,麻煩你往左彎。
6011,5749,7896,1,你頭拄仔講的彼間店是佇路的倒爿抑是正爿？,Lí thâu-tú-á kóng--ê hit king tiàm sī tī lōo ê tò-pîng ia̍h-sī tsiànn-pîng? ,你剛才說的那間店是在路的左邊還是右邊？
6012,5750,7897,1,你啥物時陣欲倒去？,Lí siánn-mih sî-tsūn beh tò--khì? ,你什麼時候要回去？
6013,5751,7898,1,你的筆借用一下。,Lí ê pit tsioh-iōng--tsi̍t-ē. ,
6014,5752,7899,1,剝皮袋粗糠。,Pak-phuê tē tshoo-khng. ,把皮剝下來裝粗糠。形容對人慘烈報復，施以酷刑。
6015,5752,7900,1,今仔日熱甲強欲剝皮。,Kin-á-ji̍t jua̍h kah kiōng-beh pak-phuê. ,今天熱到想剝皮。
6016,5753,7901,1,伊佇師大兼任教冊。,I tī Su-tāi kiam-jīm kà-tsheh. ,他在師大兼職教書。
6017,5754,7902,1,這个人倒吊無墨水。,Tsit ê lâng tò-tiàu bô ba̍k-tsuí. ,這個人倒吊起來也沒半滴墨水。比喻人沒學問，胸無點墨。
6018,5756,7905,1,倚年交通攏較亂。,Uá-nî kau-thong lóng khah luān. ,快過年的時候，交通都比較亂。
6019,5757,7906,1,你佗位無爽快，哪會咧流凊汗？,"Lí tó-uī bô sóng-khuài, ná ē teh lâu tshìn-kuānn? ",你哪裡不舒服，怎麼會冒冷汗？
6020,5760,7909,1,你心內有啥物冤屈，攏講出來無要緊。,"Lí sim-lāi ū siánn-mih uan-khut, lóng kóng--tshut-lâi bô-iàu-kín. ",你心裡有什麼冤屈，都講出來沒關係。
6021,5761,7910,1,你毋通冤枉別人。,Lí m̄-thang uan-óng pa̍t-lâng. ,你不要枉屈別人。
6022,5761,7911,1,這款冤枉錢你曷開會落去！,Tsit khuán uan-óng tsînn lí a̍h khai ē lo̍h--khì! ,這種浪費錢你居然花得下去！
6023,5762,7912,1,你莫閣共伊凌治矣。,Lí mài koh kā i lîng-tī--ah. ,你別再欺負他了。
6024,5763,7913,1,摒掃的工課予倩的去做就好矣！,Piànn-sàu ê khang-khuè hōo tshiànn--ê khì tsò tō hó--ah! ,打掃的工作交給員工做就好了！
6025,5764,7914,1,交貨的日子倚近，做袂赴矣！,"Kau huè ê ji̍t-tsí uá-kīn, tsò bē-hù--ah! ",交貨的日子接近，做不完了！
6026,5765,7915,1,伊坐佇我的倒面。,I tsē tī guá ê tò-bīn. ,他坐在我左邊。
6027,5765,7916,1,掀過來，倒面嘛會使寫。,"Hian--kuè-lâi, tò-bīn mā ē-sái siá. ",翻過來，背面也可以寫。
6028,5766,7917,1,恁兩个莫閣冤家矣啦！,Lín nn̄g ê mài koh uan-ke--ah--lah! ,你們兩個人不要再吵了啦！
6029,5766,7918,1,想袂到𪜶兩个會冤家變親家。,Siūnn bē kàu in nn̄g ê ē uan-ke pìnn tshin-ke. ,想不到他們兩個人會冤家變親家。
6030,5767,7919,1,你做人大兄閣佮小弟一日到暗冤家量債，敢袂歹勢？,"Lí tsò lâng tuā-hiann koh kah sió-tī tsi̍t-ji̍t-kàu-àm uan-ke-niû-tsè, kám bē pháinn-sè? ",你做人家大哥還一天到晚跟弟弟爭吵，難道不害臊嗎？
6031,5770,7922,1,閣較倒退一絲仔。,Koh-khah tò-thè--tsi̍t-si-á. ,再後退一點。
6032,5771,7923,1,借問一下,tsioh-mn̄g--tsi̍t-ē,請問一下
6033,5773,7927,1,伊敢值得你按呢對待？,I kám ta̍t-tit lí án-ne tuì-thāi? ,他值得你這樣對待嗎？
6034,5774,7928,1,我是凊彩講的，你毋通囥佇心肝內。,"Guá sī tshìn-tshái kóng--ê, lí m̄-thang khǹg tī sim-kuann lāi. ",我是隨便說說的，你不要放在心裡。
6035,5774,7929,1,凊彩人攏會曉。,Tshìn-tshái lâng lóng ē-hiáu. ,任何人都會。
6036,5775,7930,1,倚晝的時陣我就會轉來。,Uá-tàu ê sî-tsūn guá tō ē tńg--lâi. ,接近中午的時候我就會回來。
6037,5776,7931,1,天無照甲子，人無照倫理。,"Thinn bô tsiàu kah-tsí, lâng bô tsiàu lûn-lí. ",天地失序，人倫無紀。
6038,5778,7934,1,這个價數我就倒貼矣，哪會用得！,"Tsit ê kè-siàu guá tō tò-thiap--ah, ná ē-īng--tit! ",這個價錢我就倒貼虧本了，這怎麼行！
6039,5779,7935,1,你去提凊飯來炒。,Lí khì the̍h tshìn-pn̄g lâi tshá. ,你去拿冷飯來炒飯。
6040,5780,7936,1,朋友愛相褒，毋通正削倒剾。,"Pîng-iú ài sio-po, m̄-thang tsiànn-siah tò-khau. ",朋友要多互相誇獎，不要公開或暗中嘲諷。
6041,5781,7937,1,伊共人倒會仔。,I kā lâng tó-huē-á. ,他倒人家的會。
6043,5784,7941,1,借過一下！,Tsioh-kuè--tsi̍t-ē! ,
6044,5785,7942,1,好禮仔坐，無，會倒摔向。,"Hó-lé á tsē, bô, ē tò-siàng-hiànn. ",小心坐好，不然會摔個倒栽蔥。
6045,5787,7944,1,看著彼个笑面虎我就倒彈。,Khuànn-tio̍h hit ê tshiò-bīn-hóo guá tō tò-tuānn. ,看到那個笑面虎我就噁心。
6046,5787,7945,1,壓力愈大，倒彈愈大。,"Ap-li̍k jú tuā, tò-tuānn jú tuā. ",壓力愈大，反彈的力道也就愈大。
6047,5788,7946,1,伊共我倒數。,I kā guá tó-siàu. ,他欠我錢不還。
6048,5789,7948,1,倒踏蹬,tò-ta̍h tenn,反踏鞋子後跟
6049,5789,7948,2,倒踏蓮花,tò-ta̍h liân-hue,難產之一種，指胎兒雙腳先生出來
6050,5790,7949,1,彼个欄杆蛀去矣，你毋通倚靠佇頂懸，無，會跋倒。,"Hit ê lân-kan tsiù--khì--ah, lí m̄-thang uá-khò tī tíng-kuân, bô, ē pua̍h-tó. ",那個欄杆蛀掉了，你不要憑靠在上面，不然會跌倒。
6051,5790,7950,1,自𪜶爸母死了後，伊就去倚靠𪜶兄嫂。,"Tsū in pē-bú sí liáu-āu, i tō khì uá-khò in hiann-só. ",自從他父母死後，他就去投靠他的兄嫂。
6052,5791,7951,1,彼壁的油漆猶未焦，你毋通去倚壁。,"He piah ê iû-tshat iáu-buē ta, lí m̄-thang khì uá-piah. ",牆上的油漆還沒乾，你不要靠著牆壁。
6053,5793,7953,1,按呢共伊凌遲，對你有啥物好處？,"Án-ne kā i lîng-tî, tuì lí ū siánn-mih hó-tshù? ",這樣虐待他，對你有什麼好處？
6054,5795,7956,1,借錢若毋還，後擺無人欲借你。,"Tsioh tsînn nā m̄ hîng, āu-pái bô-lâng beh tsioh--lí. ",借錢如果不還，以後沒人要借你。
6055,5796,7957,1,這塊玉仔真值錢。,Tsit tè gi̍k-á tsin ta̍t-tsînn. ,這塊玉很值錢。
6056,5797,7958,1,你筆攑倒頭矣。,Lí pit gia̍h tò-thâu--ah. ,你筆拿顛倒了。
6057,5797,7959,1,倒頭栽,tò-thâu-tsai,倒栽蔥
6058,5797,7959,2,倒頭講,tò-thâu kóng,說反話
6059,5798,7960,1,你倒頭行了後，對正手爿彼條路出去，就到位矣。,"Lí tò-thâu-kiânn liáu-āu, tuì tsiànn-tshiú-pîng hit tiâu lōo tshut--khì, tō kàu-uī--ah. ",你往反方向走之後，從右手邊那條路出去，就到了。
6060,5799,7961,1,伊摔一下倒頭栽。,I siak tsi̍t-ē tò-thâu-tsai. ,他跌個四腳朝天。
6061,5801,7963,1,你真正有夠凍霜，連五箍銀都欲佮人計較。,"Lí tsin-tsiànn ū-kàu tàng-sng, liân gōo khoo gîn to beh kah lâng kè-kàu. ",你真的很吝嗇，連五塊錢都要跟人家計較。
6062,5801,7964,1,天氣傷寒，一寡菜攏凍霜去矣。,"Thinn-khì siunn kuânn, tsi̍t-kuá tshài lóng tàng-sng--khì--ah. ",天氣太冷了，一些菜都凍壞了。
6063,5803,7966,1,醫生欲檢查你的尻脊骿，請你倒覆。,"I-sing beh kiám-tsa lí ê kha-tsiah-phiann, tshiánn lí tò-phak. ",醫生要檢查你的背部，請你俯臥。
6064,5804,7967,1,伊已經倒轉去下港矣。,I í-king tò-tńg-khì ē-káng--ah. ,他已經返回南部了。
6065,5804,7968,1,話講倒轉來，伊拍你嘛是為你好。,"Uē kóng tò-tńg--lâi, i phah--lí mā sī uī lí hó. ",話說回來，他打你也是為了你好。
6066,5805,7969,1,伊下暗佇草寮仔借蹛。,I e-àm tī tsháu-liâu-á tsioh-tuà. ,他今晚在草寮暫住。
6067,5806,7970,1,這盆花愛提出去凍露水。,Tsit phûn hue ài the̍h tshut-khì tàng-lōo-tsuí. ,這盆花要拿出去接受露水滋潤。
6068,5806,7971,1,你下暗欲佮啥人去凍露水？,Lí e-àm beh kah siánn-lâng khì tàng-lōo-tsuí? ,你今晚上要和誰去約會？
6069,5807,7972,1,伊厝內佮外口的工課無法度兼顧。,I tshù-lāi kah guā-kháu ê khang-khuè bô-huat-tōo kiam-kòo. ,他家裡與外面的工作無法兼顧。
6070,5808,7973,1,你莫勍去喔！,Lí mài khiang--khì--ooh! ,你不要偷拿走喔！
6071,5809,7974,1,土匪,thóo-huí,
6072,5810,7975,1,起厝,khí-tshù,蓋房子
6073,5811,7976,1,一員大將,it uân tāi tsiòng,一位大將
6074,5811,7977,1,會員,huē-uân,
6075,5811,7977,2,職員,tsit-uân,
6076,5812,7978,1,兄哥,hiann-ko,哥哥
6077,5812,7979,1,阿田哥,A-tshân--ko,
6078,5813,7980,1,這个囡仔就誠乖哩！,Tsit ê gín-á tō tsiânn kuai--lih! ,這個小孩乖巧得很呢！
6079,5815,7982,1,哪會按呢？,Ná ē án-ne? ,怎麼會這樣？
6080,5816,7983,1,你莫閣哭矣！,Lí mài koh khàu--ah! ,你不要再哭了！
6081,5816,7984,1,哭無錢,khàu bô tsînn,哭沒錢
6085,5818,7987,1,車咧哹哹叫。,Tshia teh pu-pu-kiò. ,車子正在叭叭叫。
6086,5818,7988,1,遐有一台哹哹。,Hia ū tsi̍t tâi pu-pu. ,那裡有一輛車車。
6087,5819,7989,1,這塊肉哺袂爛。,Tsit tè bah pōo bē nuā. ,這塊肉咬不爛。
6088,5820,7990,1,伊喙齒疼，哼規暝攏無睏。,"I tshuì-khí thiànn, hainn kui mê lóng bô khùn. ",他牙齒痛，呻吟了一整晚都沒睡。
6089,5820,7991,1,代誌過去就煞，莫閣哼矣啦！,"Tāi-tsì kuè--khì tō suah, mài koh hainn--ah--lah! ",事情過了就算了，別再抱怨了！
6090,5821,7992,1,哼！我才無愛佮你去咧！,Hngh! Guá tsiah bô-ài kah lí khì--leh! ,哼！我才不要跟你去呢！
6091,5821,7993,1,哼？哪會按呢？,Hngh? Ná ē án-ne? ,咦？怎麼會這樣？
6092,5822,7994,1,伊予魚刺哽著矣。,I hōo hî-tshì kénn--tio̍h--ah. ,他被魚刺哽住了。
6093,5823,7995,1,唅？你講啥？,Hannh? Lí kóng siánn? ,啊？你說什麼？
6094,5824,7996,1,唉！真可惜。,Haih! Tsin khó-sioh. ,
6095,5825,7997,1,共囡仔唔予伊睏。,Kā gín-á onn hōo i khùn. ,把小孩哄入睡。
6096,5826,7998,1,唚喙䫌,tsim tshuì-phué,親臉頰
6097,5826,7998,2,相唚,sio-tsim,接吻
6098,5829,8001,1,摒厝內,piànn tshù-lāi,打掃家裡
6099,5829,8002,1,阿芬誠顧家，事事項項攏為厝內咧拍算。,"A-hun tsiânn kòo-ke, sū-sū-hāng-hāng lóng uī tshù-lāi teh phah-sǹg. ",阿芬很顧家，凡事都為家裡的人著想。
6100,5830,8004,1,你哪毋去食飯？,Lí ná m̄ khì tsia̍h-pn̄g? ,你為什麼不去吃飯？
6101,5832,8006,1,阮厝主做人真好。,Guán tshù-tsú tsò-lâng tsin hó. ,我們的房東為人很好。
6102,5833,8007,1,我原本是蹛佇美國，尾仔才搬轉來臺灣。,"Guá guân-pún sī tuà tī Bí-kok, bué--á tsiah puann tńg-lâi Tâi-uân. ",我原先是住在美國，後來才搬回臺灣。
6103,5834,8008,1,哪未轉來？,Ná buē tńg--lâi? ,為何還沒回家？
6104,5835,8009,1,阮兜的厝瓦有一寡仔破去矣。,Guán tau ê tshù-hiā ū tsi̍t-kuá-á phuà--khì--ah. ,我家屋頂的瓦片有些破了。
6105,5836,8010,1,物件原在囥佇遐，攏無徙位。,"Mi̍h-kiānn guân-tsāi khǹg tī hia, lóng bô suá-uī. ",東西仍舊放在那裡，都沒移動。
6106,5839,8013,1,原早的路無蓋大條。,Guân-tsá ê lōo bô kài tuā tiâu. ,早先的道路沒有很寬大。
6107,5840,8014,1,物件用好，愛囥蹛原位。,"Mi̍h-kiānn īng hó, ài khǹg tuà guân-uī. ",東西用好，要放回原位。
6108,5842,8016,1,彼个老奸連鞭就會現出原形矣！,Hit ê lāu-kan liâm-mi tō ē hiàn-tshut guân-hîng--ah! ,那個老奸巨猾的人馬上就會露出本性了！
6109,5844,8020,1,請你蹛厝角頭等我。,Tshiánn lí tuà tshù-kak-thâu tán--guá. ,請你在房子旁邊等我。
6110,5845,8021,1,伊受著枉屈，才四界咧哭呻。,"I siū-tio̍h óng-khut, tsiah sì-kè teh khàu-tshan. ",他受到委屈，才四處訴苦。
6111,5845,8022,1,你莫閣佇遐咧哭呻矣。,Lí mài koh tī hia teh khàu-tshan--ah. ,你別在那裡發牢騷了。
6112,5846,8023,1,伊原底是欲先讀冊，因為大學考無牢才去揣頭路。,"I guân-té sī beh sing tha̍k-tsheh, in-uī tāi-ha̍k khó bô tiâu tsiah khì tshuē thâu-lōo. ",他原本是要先讀書，是大學沒考上才去找工作。
6113,5847,8024,1,聽你咧哭爸，我就袂爽。,"Thiann lí teh khàu-pē, guá tō bē sóng. ",聽你叫苦，我就不爽。
6114,5847,8025,1,哭爸！我袂記得紮錢！,Khàu-pē! Guá bē-kì-tit tsah tsînn! ,糟了！我忘記帶錢！
6115,5848,8026,1,你莫佇遐哭爸哭母。,Lí mài tī hia khàu-pē-khàu-bó. ,你別在那裡呼天搶地，吵吵嚷嚷的。
6116,5851,8029,1,你免佇遮哭枵，我無欲插你。,"Lí bián tī tsia khàu-iau, guá bô beh tshap--lí. ",你別在這兒無理取鬧，我不想理你。
6117,5853,8031,1,你莫佇遐哼哼叫，我聽甲足煩呢！,"Lí mài tī hia hainn-hainn-kiò, guá thiann kah tsiok huân--neh! ",你不要在那邊哼哼叫，我聽得煩死了！
6118,5854,8032,1,嬰仔唔唔睏，一暝大一寸。,"Enn-á onn-onn-khùn, tsi̍t mê tuā tsi̍t tshùn. ",小寶寶，快睡覺。睡得多，長得快。
6119,5855,8033,1,你講甲哩哩囉囉，我聽攏無！,"Lí kóng kah li-li-lo-lo, guá thiann lóng bô! ",你講得不清不楚，我都聽不懂！
6120,5858,8036,1,厝頂破甲遐大空，莫怪會漏雨。,"Tshù-tíng phuà kah hiah tuā khang, bo̍k-kuài ē lāu hōo. ",屋頂破了那麼大一個洞，難怪雨天會漏水。
6121,5860,8038,1,我明仔載就愛交厝稅矣。,Guá bîn-á-tsài tō ài kau tshù-suè--ah. ,我明天就要交房租了。
6122,5861,8039,1,家己人哪著遮厚禮數？,Ka-kī-lâng ná-tio̍h tsiah kāu-lé-sòo? ,自己人何須多禮？
6123,5862,8040,1,嚨喉去予魚刺哽著。,Nâ-âu khì hōo hî-tshì kénn--tio̍h. ,喉嚨被魚刺哽到。
6124,5863,8041,1,哪會按呢？,Ná ē án-ne? ,怎麼會這樣？
6125,5864,8042,1,好厝主拄著好厝跤。,Hó tshù-tsú tú-tio̍h hó tshù-kha. ,好房東遇上好房客。
6126,5868,8046,1,請你原諒我！後擺我絕對會改進。,Tshiánn lí guân-liōng--guá! Āu-pái guá tsua̍t-tuì ē kái-tsìn. ,請你原諒我！下次我絕對會改進。
6127,5869,8047,1,遮原頭是墓仔埔，毋是這馬你所看著的學校。,"Tsia guân-thâu sī bōng-á-poo, m̄ sī tsit-má lí sóo khuànn--tio̍h ê ha̍k-hāu. ",這裡原先是墓地，不是你現在所看到的學校。
6128,5869,8048,1,這馬原頭遐已經無貨矣。,Tsit-má guân-thâu hia í-king bô huè--ah. ,現在產銷商那裡已經沒貨了。
6129,5870,8049,1,阮厝頭家人誠好，定定共阮鬥相共。,"Guán tshù-thâu-ke lâng tsiânn hó, tiānn-tiānn kā guán tàu-sann-kāng. ",我們房東人很好，常常幫忙我們。
6130,5871,8050,1,阮的厝邊攏誠好鬥陣。,Guán ê tshù-pinn lóng tsiânn hó tàu-tīn. ,我們的鄰居們都很好相處。
6131,5871,8051,1,你莫佇阮厝邊燒物件。,Lí mài tī guán tshù-pinn sio mi̍h-kiānn. ,你不要在我家旁邊燒東西。
6132,5872,8052,1,佇庄跤所在，厝邊頭尾的感情攏誠好。,"Tī tsng-kha sóo-tsāi, tshù-pinn-thâu-bué ê kám-tsîng lóng tsiânn hó. ",在鄉下地方，左鄰右舍的感情都很好。
6133,5873,8053,1,伊自少年的時就真匪類矣。,I tsū siàu-liân ê sî tō tsin huí-luī--ah. ,他從年少時就不學好了。
6134,5873,8054,1,你實在真匪類，物件猶未歹就想欲擲掉。,"Lí si̍t-tsāi tsin huí-luī, mi̍h-kiānn iáu-buē pháinn tō siūnn-beh tàn-tiāu. ",你真的很浪費，東西還沒壞就想丟掉。
6135,5874,8055,1,哎唷！你莫按呢啦！,Aih-ioh! Lí mài án-ne--lah! ,哎唷！你不要這樣啦！
6136,5875,8056,1,一垺屎,tsi̍t pû sái,一堆糞便
6137,5875,8056,2,一垺草,tsi̍t pû tsháu,一堆草
6138,5876,8057,1,隱姓埋名,ún sìng bâi bîng,隱姓埋名
6139,5877,8058,1,埋死人,tâi sí-lâng,埋葬死人
6140,5877,8059,1,埋地雷,tâi tē-luî,
6141,5878,8060,1,草埔,tsháu-poo,草原
6142,5878,8060,2,溪埔,khe-poo,河邊沙地
6143,5879,8061,1,稻埕,tiū-tiânn,晒穀場
6144,5880,8062,1,夏季,hā-kuì,夏季
6145,5880,8062,2,夏裝,hā-tsong,
6146,5881,8065,1,規套的冊,kui thò ê tsheh,成套的書
6147,5881,8066,1,用橐仔共葡萄套起來。,Iōng lok-á kā phû-tô thò--khí-lâi. ,用袋子把葡萄套起來。
6148,5881,8067,1,無，你是咧套我的話是毋？,"Bô, lí sī teh thò guá ê uē sī--m̄? ",你是在套我的話是吧？
6149,5881,8068,1,一切攏是恁套好的！,It-tshè lóng sī lín thò-hó--ê! ,一切都是你們串通安排好的！
6150,5882,8069,1,阿娘,a-niâ,媽
6151,5883,8070,1,娘嬭,niû-lé,母親
6152,5883,8071,1,阿娘仔,a-niû-á,稱呼小姐
6153,5883,8072,1,媽祖娘娘,Má-tsóo Niû-niû,
6154,5885,8074,1,伊佇埕斗咧掃塗跤。,I tī tiânn-táu teh sàu thôo-kha. ,他在院子裡掃地。
6155,5886,8076,1,阮娘仔人誠好。,Guán niû-á lâng tsiânn hó. ,我家小姐人很好。
6156,5886,8077,1,彼个小娘仔真有我的緣。,Hit ê sió-niû-á tsin ū guá ê iân. ,那個小姑娘很得我的緣。
6157,5886,8078,1,我是共阮娘仔惜命命。,Guá sī kā guán niû-á sioh-miā-miā. ,我可是非常疼愛我妻子的。
6158,5886,8079,1,阮心內彼个娘仔是無人通比並的。,Guán sim lāi hit ê niû-á sī bô-lâng thang pí-phīng--ê. ,我心裡那個意中人，是沒人可以比得上的。
6159,5893,8086,1,正宮娘娘,tsiànn-king niû-niû,皇后
6160,5893,8087,1,註生娘娘,Tsù-senn Niû-niû,
6161,5895,8089,1,伊厝裡閣有一个老娘嬭。,I tshù--lí koh ū tsi̍t-ê lāu niû-lé. ,他家裡還有一個老母親。
6162,5896,8090,1,乖孫，過來阿媽遮。,"Kuai sun, kuè lâi a-má tsia. ",乖孫子呀，過來奶奶這邊。
6163,5897,8092,1,媽祖宮,Má-tsóo king,媽祖廟
6164,5898,8093,1,白宮,Pi̍k-kiong,
6165,5899,8094,1,你毋通害人。,Lí m̄-thang hāi--lâng. ,你不要害人。
6166,5899,8094,2,陷害,hām-hāi,
6167,5899,8095,1,我的手機仔害去矣。,Guá ê tshiú-ki-á hāi--khì--ah. ,我的手機壞掉了。
